"","X.1","X","X.x","Site","CoreName_2","Extracted_IntervalStart_Depth_cm","Extracted_IntervalEnd_Depth_cm","Corrected_DBD_g_cm3","Corrected_Sample_Thickness_cm","Province","Region","OC_Per","Study","Percent.Sand.Fraction","Percent.Gravel.Fraction","Core.Number","Type","Coast","Percent.Silt.Fraction","SiteName2.x","Corrected_Midpoint_cm","SiteCode","Watercourse_NEAR_DIST.x","REI_SUM","REI_Scaled","REI_Raw","c_dens","estCfactorS","meanCF","sdCF","conversion","consistent.with.Matts.data","CF_final","corr_SD","corr_ED","corr_thickness","corr_segment_midpoint"
"139",144,144,144,"Parksville","BC-PAR-5-BA-5",2,5,0.543487832,10,"BC","Vancouver Island",0.093,"Christensen",100,0,5,"BA","Pacific",0,"Parksville",11.7,"PAR",37982.6795,1.58997e+66,0.098275402,5429.014022,0.00050544368376,0.298507462686567,"0.298954330145679",0.000631966021258672,"Missing",NA,0.298954330145679,0.597908660291358,1.4947716507284,0.896862990437037,1.04634015550988
"140",145,145,145,"Parksville","BC-PAR-5-BA-5",5,10.1,0.685115682,17.1,"BC","Vancouver Island",0.078,"Christensen",100,0,5,"BA","Pacific",0,"Parksville",25.25,"PAR",37982.6795,1.58997e+66,0.098275402,5429.014022,0.00053439023196,0.29940119760479,"0.298954330145679",0.000631966021258672,"Missing",NA,0.298954330145679,1.4947716507284,3.01943873447136,1.52466708374296,2.25710519259988
"141",146,146,146,"Port Joli","NS-PJO-1-SG-1",0,2,0.413679391,1,"NS","Atlantic",0.958453855,"Wong",50.57971883,0,1,"SG","Atlantic",48.91481696,"Port Joli",0.5,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00396492607038002,0,"2",0,"0.8","n",0.8,0,1.6,1.6,0.8
"142",147,147,147,"Port Joli","NS-PJO-1-SG-1",10.1,15,0.165361559,2.5,"NS","Atlantic",4.164446648,"Wong",42.26470921,0,1,"SG","Atlantic",57.72729393,"Port Joli",6.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00688639390085604,2,"2",0,"0.8","n",0.8,8.08,12,3.92,10.04
"143",148,148,148,"Port Joli","NS-PJO-1-SG-1",15.1,20,0.16560179,2.5,"NS","Atlantic",3.523773585,"Wong",34.76779547,0,1,"SG","Atlantic",65.23220453,"Port Joli",8.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00583543213230717,2,"2",0,"0.8","n",0.8,12.08,16,3.92,14.04
"144",149,149,149,"Port Joli","NS-PJO-1-SG-1",2.1,5,0.276177462,1.5,"NS","Atlantic",1.964129314,"Wong",65.81743942,0,1,"SG","Atlantic",33.33399835,"Port Joli",1.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00542448248980321,2,"2",0,"0.8","n",0.8,1.68,4,2.32,2.84
"145",150,150,150,"Port Joli","NS-PJO-1-SG-1",20.1,25,0.165447513,2.5,"NS","Atlantic",3.538541791,"Wong",44.56196674,0,1,"SG","Atlantic",55.43803326,"Port Joli",11.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00585442938967516,2,"2",0,"0.8","n",0.8,16.08,20,3.92,18.04
"146",151,151,151,"Port Joli","NS-PJO-1-SG-1",25.1,30,0.165542283,2.5,"NS","Atlantic",3.656529319,"Wong",33.81040187,0,1,"SG","Atlantic",66.14033803,"Port Joli",13.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00605310211323695,2,"2",0,"0.8","n",0.8,20.08,24,3.92,22.04
"147",152,152,152,"Port Joli","NS-PJO-1-SG-1",30.1,35,0.165618319,2.5,"NS","Atlantic",2.52526839,"Wong",53.00149043,0.439810502,1,"SG","Atlantic",46.41497884,"Port Joli",16.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00418230705775636,2,"2",0,"0.8","n",0.8,24.08,28,3.92,26.04
"148",153,153,153,"Port Joli","NS-PJO-1-SG-1",35.1,38,0.275622801,1.5,"NS","Atlantic",1.29006742,"Wong",58.16752182,0,1,"SG","Atlantic",41.83247818,"Port Joli",18.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00355571995779243,2,"2",0,"0.8","n",0.8,28.08,30.4,2.32,29.24
"149",154,154,154,"Port Joli","NS-PJO-1-SG-1",38.1,43,0.165396822,2.5,"NS","Atlantic",2.342604909,"Wong",55.04260748,0.098606845,1,"SG","Atlantic",44.75151741,"Port Joli",20.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00387459407150199,2,"2",0,"0.8","n",0.8,30.48,34.4,3.91999999999999,32.44
"150",155,155,155,"Port Joli","NS-PJO-1-SG-1",5.1,10,0.165391312,2.5,"NS","Atlantic",2.870758332,"Wong",40.93786229,15.57240515,1,"SG","Atlantic",43.33715337,"Port Joli",3.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00474798486964412,2,"2",0,"0.8","n",0.8,4.08,8,3.92,6.04
"151",156,156,156,"Port Joli","NS-PJO-2-SG-2",0,2,0.415067882,1,"NS","Atlantic",2.497819849,"Wong",54.79779375,0.033186648,2,"SG","Atlantic",45.14047908,"Port Joli",0.5,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.0103676479434199,0,"2",0,"0.796610169","n",0.796610169,0,1.593220338,1.593220338,0.796610169
"152",157,157,157,"Port Joli","NS-PJO-2-SG-2",10.1,15,0.165615013,2.5,"NS","Atlantic",2.947911164,"Wong",69.93991576,0,2,"SG","Atlantic",29.5530611,"Port Joli",6.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00488218345748705,2,"2",0,"0.796610169","n",0.796610169,8.0457627069,11.949152535,3.9033898281,9.99745762095
"153",158,158,158,"Port Joli","NS-PJO-2-SG-2",15.1,20,0.165624931,2.5,"NS","Atlantic",2.148139905,"Wong",65.78331049,0,2,"SG","Atlantic",34.12952934,"Port Joli",8.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00355785523543972,2,"2",0,"0.796610169","n",0.796610169,12.0288135519,15.93220338,3.9033898281,13.98050846595
"154",159,159,159,"Port Joli","NS-PJO-2-SG-2",2.1,5,0.276247254,1.5,"NS","Atlantic",1.171479582,"Wong",62.67402433,0,2,"SG","Atlantic",37.21893491,"Port Joli",1.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00323618017644568,2,"2",0,"0.796610169","n",0.796610169,1.6728813549,3.983050845,2.3101694901,2.82796609995
"155",160,160,160,"Port Joli","NS-PJO-2-SG-2",20.1,25,0.165309766,2.5,"NS","Atlantic",4.112645883,"Wong",50.05932859,0,2,"SG","Atlantic",49.86867717,"Port Joli",11.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00679860528559593,2,"2",0,"0.796610169","n",0.796610169,16.0118643969,19.915254225,3.9033898281,17.96355931095
"156",161,161,161,"Port Joli","NS-PJO-2-SG-2",25.1,30,0.165493796,2.5,"NS","Atlantic",3.388873128,"Wong",49.98235439,0,2,"SG","Atlantic",49.9750298,"Port Joli",13.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00560837478115114,2,"2",0,"0.796610169","n",0.796610169,19.9949152419,23.89830507,3.9033898281,21.94661015595
"157",162,162,162,"Port Joli","NS-PJO-2-SG-2",30.1,35,0.165352743,2.5,"NS","Atlantic",2.973060612,"Wong",27.30338352,0,2,"SG","Atlantic",72.64130196,"Port Joli",16.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00491603727299459,2,"2",0,"0.796610169","n",0.796610169,23.9779660869,27.881355915,3.9033898281,25.92966100095
"158",163,163,163,"Port Joli","NS-PJO-2-SG-2",35.1,40,0.165492694,2.5,"NS","Atlantic",1.999590229,"Wong",43.3458962,1.29113452,2,"SG","Atlantic",55.36296928,"Port Joli",18.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00330917573893287,2,"2",0,"0.796610169","n",0.796610169,27.9610169319,31.86440676,3.9033898281,29.91271184595
"159",164,164,164,"Port Joli","NS-PJO-2-SG-2",40.1,45,0.165391312,2.5,"NS","Atlantic",2.884004721,"Wong",50.55368256,0,2,"SG","Atlantic",49.43299175,"Port Joli",21.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00476989324620384,2,"2",0,"0.796610169","n",0.796610169,31.9440677769,35.847457605,3.9033898281,33.89576269095
"160",165,165,165,"Port Joli","NS-PJO-2-SG-2",45.1,52,0.118222448,3.5,"NS","Atlantic",1.635469062,"Wong",35.95392656,0,2,"SG","Atlantic",64.04074703,"Port Joli",24.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00193349156137904,2,"2",0,"0.796610169","n",0.796610169,35.9271186219,41.423728788,5.49661016610001,38.67542370495
"161",166,166,166,"Port Joli","NS-PJO-2-SG-2",5.1,10,0.165538977,2.5,"NS","Atlantic",1.354606252,"Wong",64.20316869,0,2,"SG","Atlantic",35.53321795,"Port Joli",3.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00224240133193884,2,"2",0,"0.796610169","n",0.796610169,4.0627118619,7.96610169,3.9033898281,6.01440677595
"162",167,167,167,"Port Joli","NS-PJO-3-SG-3",0,2,0.412351509,1,"NS","Atlantic",0.462467949,"Wong",75.84331594,0.15700475,3,"SG","Atlantic",23.99967931,"Port Joli",0.5,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00190699356634285,0,"2",0,"0.8","n",0.8,0,1.6,1.6,0.8
"163",168,168,168,"Port Joli","NS-PJO-3-SG-3",10.1,15,0.164007229,2.5,"NS","Atlantic",3.337267267,"Wong",58.81945844,0.085332258,3,"SG","Atlantic",41.0952093,"Port Joli",6.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00547335956893073,2,"2",0,"0.8","n",0.8,8.08,12,3.92,10.04
"164",169,169,169,"Port Joli","NS-PJO-3-SG-3",15.1,20,0.163459546,2.5,"NS","Atlantic",3.518818582,"Wong",56.4810258,0.014157335,3,"SG","Atlantic",43.50481686,"Port Joli",8.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00575184487870084,2,"2",0,"0.8","n",0.8,12.08,16,3.92,14.04
"165",170,170,170,"Port Joli","NS-PJO-3-SG-3",2.1,5,0.275058956,1.5,"NS","Atlantic",0.548253905,"Wong",84.89346501,0.052750012,3,"SG","Atlantic",15.05378498,"Port Joli",1.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00150802146732223,2,"2",0,"0.8","n",0.8,1.68,4,2.32,2.84
"166",171,171,171,"Port Joli","NS-PJO-3-SG-3",20.1,25,0.163487096,2.5,"NS","Atlantic",3.672201761,"Wong",48.53799593,0.01685113,3,"SG","Atlantic",51.44515294,"Port Joli",11.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00600357601831976,2,"2",0,"0.8","n",0.8,16.08,20,3.92,18.04
"167",172,172,172,"Port Joli","NS-PJO-3-SG-3",25.1,30,0.163430895,2.5,"NS","Atlantic",4.405758545,"Wong",53.11886829,0.041130897,3,"SG","Atlantic",46.84000081,"Port Joli",13.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00720037062163248,2,"2",0,"0.8","n",0.8,20.08,24,3.92,22.04
"168",173,173,173,"Port Joli","NS-PJO-3-SG-3",30.1,35,0.164348842,2.5,"NS","Atlantic",2.404253149,"Wong",47.30186402,0.067051093,3,"SG","Atlantic",52.63108489,"Port Joli",16.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00395136220913003,2,"2",0,"0.8","n",0.8,24.08,28,3.92,26.04
"169",174,174,174,"Port Joli","NS-PJO-3-SG-3",35.1,39,0.164133956,2.5,"NS","Atlantic",3.103133733,"Wong",35.56077747,0.042297492,3,"SG","Atlantic",64.39692504,"Port Joli",18.525,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00509329615594338,2,"2",0,"0.8","n",0.8,28.08,31.2,3.12,29.64
"170",175,175,175,"Port Joli","NS-PJO-3-SG-3",39.1,44,0.163940008,2.5,"NS","Atlantic",3.123746254,"Wong",33.52176865,0.004033098,3,"SG","Atlantic",66.47419825,"Port Joli",20.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.0051210698587073,2,"2",0,"0.8","n",0.8,31.28,35.2,3.92,33.24
"171",176,176,176,"Port Joli","NS-PJO-3-SG-3",5.1,10,0.164887709,2.5,"NS","Atlantic",1.325172414,"Wong",75.74801676,0.213193966,3,"SG","Atlantic",24.03878927,"Port Joli",3.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.0021850464337446,2,"2",0,"0.8","n",0.8,4.08,8,3.92,6.04
"172",177,177,177,"Port Joli","NS-PJO-4-BA-4",0,2,0.413613272,1,"NS","Atlantic",0.457263682,"Wong",88.80607453,0.085256602,4,"BA","Atlantic",10.91550937,"Port Joli",0.5,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00189130327678787,0,"2",0,"0.781818182","n",0.781818182,0,1.563636364,1.563636364,0.781818182
"173",178,178,178,"Port Joli","NS-PJO-4-BA-4",10.1,15,0.165419963,2.5,"NS","Atlantic",0.010189873,"Wong",84.48625027,0,4,"BA","Atlantic",15.51374973,"Port Joli",6.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,1.6856084146347e-05,2,"2",0,"0.781818182","n",0.781818182,7.8963636382,11.72727273,3.8309090918,9.8118181841
"174",179,179,179,"Port Joli","NS-PJO-4-BA-4",15.1,20,0.165482776,2.5,"NS","Atlantic",0.58960396,"Wong",85.68146555,0,4,"BA","Atlantic",14.27924538,"Port Joli",8.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00097569300041393,2,"2",0,"0.781818182","n",0.781818182,11.8054545482,15.63636364,3.8309090918,13.7209090941
"175",180,180,180,"Port Joli","NS-PJO-4-BA-4",20.1,25,0.165374782,2.5,"NS","Atlantic",0.617895792,"Wong",77.70988399,0.924895549,4,"BA","Atlantic",21.27126493,"Port Joli",11.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00102184381900717,2,"2",0,"0.781818182","n",0.781818182,15.7145454582,19.54545455,3.8309090918,17.6300000041
"176",181,181,181,"Port Joli","NS-PJO-4-BA-4",25.1,30,0.165188548,2.5,"NS","Atlantic",0.540929309,"Wong",43.62716975,0,4,"BA","Atlantic",33.32510574,"Port Joli",13.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.000893553271243533,2,"2",0,"0.781818182","n",0.781818182,19.6236363682,23.45454546,3.8309090918,21.5390909141
"177",182,182,182,"Port Joli","NS-PJO-4-BA-4",30.1,35,0.165438697,2.5,"NS","Atlantic",0.929449832,"Wong",33.75030807,0,4,"BA","Atlantic",66.24969193,"Port Joli",16.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00153766969132949,2,"2",0,"0.781818182","n",0.781818182,23.5327272782,27.36363637,3.8309090918,25.4481818241
"178",183,183,183,"Port Joli","NS-PJO-4-BA-4",35.1,40,0.165532365,2.5,"NS","Atlantic",2.560541344,"Wong",34.61261933,0,4,"BA","Atlantic",65.31748039,"Port Joli",18.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00423852464352599,2,"2",0,"0.781818182","n",0.781818182,27.4418181882,31.27272728,3.8309090918,29.3572727341
"179",184,184,184,"Port Joli","NS-PJO-4-BA-4",40.1,45,0.166399621,2.5,"NS","Atlantic",2.567620476,"Wong",40.3023821,0,4,"BA","Atlantic",59.24265402,"Port Joli",21.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.0042725107407824,2,"2",0,"0.781818182","n",0.781818182,31.3509090982,35.18181819,3.8309090918,33.2663636441
"180",185,185,185,"Port Joli","NS-PJO-4-BA-4",45.1,49,0.206645472,2,"NS","Atlantic",3.743955627,"Wong",36.64893546,0,4,"BA","Atlantic",63.33040035,"Port Joli",23.525,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00773671477688471,2,"2",0,"0.781818182","n",0.781818182,35.2600000082,38.309090918,3.04909090979999,36.7845454631
"181",186,186,186,"Port Joli","NS-PJO-4-BA-4",49.1,52,0.275889112,1.5,"NS","Atlantic",3.521000594,"Wong",27.27490597,0,4,"BA","Atlantic",72.72509403,"Port Joli",25.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00971405727230133,2,"2",0,"0.781818182","n",0.781818182,38.3872727362,40.654545464,2.26727272780001,39.5209091001
"182",187,187,187,"Port Joli","NS-PJO-4-BA-4",5.1,10,0.165363763,2.5,"NS","Atlantic",1.301064085,"Wong",90.27395526,0,4,"BA","Atlantic",8.935033087,"Port Joli",3.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00215148852999752,2,"2",0,"0.781818182","n",0.781818182,3.9872727282,7.81818182,3.8309090918,5.9027272741
"183",188,188,188,"Port Joli","NS-PJO-5-BA-5",0,2,0.414481079,1,"NS","Atlantic",0.049784102,"Wong",84.08441343,0,5,"BA","Atlantic",15.85643071,"Port Joli",0.5,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.000206345683140061,0,"2",0,"0.8","est",0.8,0,1.6,1.6,0.8
"184",189,189,189,"Port Joli","NS-PJO-5-BA-5",10.1,15,0.165418861,2.5,"NS","Atlantic",0.711079579,"Wong",76.26556348,0.242487226,5,"BA","Atlantic",23.44931417,"Port Joli",6.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.0011762597403854,2,"2",0,"0.8","est",0.8,8.08,12,3.92,10.04
"185",190,190,190,"Port Joli","NS-PJO-5-BA-5",15.1,20,0.165570934,2.5,"NS","Atlantic",0.902944433,"Wong",79.26508662,0.513813736,5,"BA","Atlantic",20.22109964,"Port Joli",8.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.0014950135312191,2,"2",0,"0.8","est",0.8,12.08,16,3.92,14.04
"186",191,191,191,"Port Joli","NS-PJO-5-BA-5",20.1,25,0.165476164,2.5,"NS","Atlantic",0.386240333,"Wong",53.64903472,2.108375565,5,"BA","Atlantic",44.1493577,"Port Joli",11.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.000639135686869226,2,"2",0,"0.8","est",0.8,16.08,20,3.92,18.04
"187",192,192,192,"Port Joli","NS-PJO-5-BA-5",25.1,30,0.165383598,2.5,"NS","Atlantic",3.175020673,"Wong",32.15639763,0,5,"BA","Atlantic",67.81361816,"Port Joli",13.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00525096342625121,2,"2",0,"0.8","est",0.8,20.08,24,3.92,22.04
"188",193,193,193,"Port Joli","NS-PJO-5-BA-5",30.1,35,0.165399026,2.5,"NS","Atlantic",3.244114387,"Wong",35.870427,0,5,"BA","Atlantic",64.11358291,"Port Joli",16.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00536573359842387,2,"2",0,"0.8","est",0.8,24.08,28,3.92,26.04
"189",194,194,194,"Port Joli","NS-PJO-5-BA-5",35.1,40,0.165584158,2.5,"NS","Atlantic",2.996819541,"Wong",51.86708461,0,5,"BA","Atlantic",47.81613326,"Port Joli",18.775,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00496225840374431,2,"2",0,"0.8","est",0.8,28.08,32,3.92,30.04
"190",195,195,195,"Port Joli","NS-PJO-5-BA-5",40.1,45,0.165425473,2.5,"NS","Atlantic",2.636982997,"Wong",43.9310671,0.097257473,5,"BA","Atlantic",55.89240392,"Port Joli",21.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00436224159571683,2,"2",0,"0.8","est",0.8,32.08,36,3.91999999999999,34.04
"191",196,196,196,"Port Joli","NS-PJO-5-BA-5",45.1,48,0.275575048,1.5,"NS","Atlantic",3.367830375,"Wong",53.65492789,0,5,"BA","Atlantic",45.36802538,"Port Joli",23.275,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00928090017246483,2,"2",0,"0.8","est",0.8,36.08,38.4,2.32,37.24
"192",197,197,197,"Port Joli","NS-PJO-5-BA-5",48.1,52,0.206970555,2,"NS","Atlantic",3.744132805,"Wong",32.190158,0,5,"BA","Atlantic",67.78854473,"Port Joli",25.025,"POJ",23599.85735,2.76541e+55,0.029998959,1811.902815,0.00774925244644557,2,"2",0,"0.8","est",0.8,38.48,41.6,3.12,40.04
"193",198,198,198,"Port l'Hebert","NS-PLH-1-SG-1",0,2,0.275538316,1,"NS","Atlantic",6.78418959,"Wong",24.24712046,0,1,"SG","Atlantic",75.6368981,"Port l'Hebert",0.5,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0186930417505333,0,"2",0,"0.8","est",0.8,0,1.6,1.6,0.8
"194",199,199,199,"Port l'Hebert","NS-PLH-1-SG-1",10.1,20,0.082698411,5,"NS","Atlantic",9.37940995,"Wong",15.74444837,3.52119714,1,"SG","Atlantic",80.51448788,"Port l'Hebert",7.525,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00775662298982589,2,"2",0,"0.8","est",0.8,8.08,16,7.92,12.04
"195",200,200,200,"Port l'Hebert","NS-PLH-1-SG-1",2.1,5,0.275710959,1.5,"NS","Atlantic",6.792224445,"Wong",28.98453217,0.04796227,1,"SG","Atlantic",70.946189,"Port l'Hebert",1.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0187269071547419,2,"2",0,"0.8","est",0.8,1.68,4,2.32,2.84
"196",201,201,201,"Port l'Hebert","NS-PLH-1-SG-1",20.1,25,0.165535671,2.5,"NS","Atlantic",5.812857143,"Wong",27.5820979,3.05091967,1,"SG","Atlantic",69.34567992,"Port l'Hebert",11.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00962235207593648,2,"2",0,"0.8","est",0.8,16.08,20,3.92,18.04
"197",202,202,202,"Port l'Hebert","NS-PLH-1-SG-1",25.1,30,0.16566901,2.5,"NS","Atlantic",5.5008,"Wong",45.73627426,11.16085088,1,"SG","Atlantic",43.07892881,"Port l'Hebert",13.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00911312090208,2,"2",0,"0.8","est",0.8,20.08,24,3.92,22.04
"198",203,203,203,"Port l'Hebert","NS-PLH-1-SG-1",30.1,35,0.165649175,2.5,"NS","Atlantic",4.163306693,"Wong",31.45955295,0.316657797,1,"SG","Atlantic",68.1053752,"Port l'Hebert",16.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00689648318967428,2,"2",0,"0.8","est",0.8,24.08,28,3.92,26.04
"199",204,204,204,"Port l'Hebert","NS-PLH-1-SG-1",35.1,40,0.166261874,2.5,"NS","Atlantic",3.780294118,"Wong",42.02126249,2.683660755,1,"SG","Atlantic",55.08364485,"Port l'Hebert",18.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00628518784329857,2,"2",0,"0.8","est",0.8,28.08,32,3.92,30.04
"200",205,205,205,"Port l'Hebert","NS-PLH-1-SG-1",40.1,42,0.414012739,1,"NS","Atlantic",3.365179771,"Wong",42.4700559,3.148788927,1,"SG","Atlantic",53.68245941,"Port l'Hebert",20.525,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.013932272942191,2,"2",0,"0.8","est",0.8,32.08,33.6,1.52,32.84
"201",206,206,206,"Port l'Hebert","NS-PLH-1-SG-1",5.1,10,0.165914751,2.5,"NS","Atlantic",6.336933067,"Wong",43.43820777,1.993212054,1,"SG","Atlantic",54.28364583,"Port l'Hebert",3.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0105139067191497,2,"2",0,"0.8","est",0.8,4.08,8,3.92,6.04
"202",207,207,207,"Port l'Hebert","NS-PLH-2-SG-2",0,2,0.126763163,1,"NS","Atlantic",6.992619285,"Wong",18.73166279,0,2,"SG","Atlantic",81.26833721,"Port l'Hebert",0.5,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00886406538221399,0,"2",0,"0.8","est",0.8,0,1.6,1.6,0.8
"203",208,208,208,"Port l'Hebert","NS-PLH-2-SG-2",10.1,15,0.165965442,2.5,"NS","Atlantic",10.31696486,"Wong",34.94525487,0,2,"SG","Atlantic",64.98569124,"Port l'Hebert",6.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0171225963308837,2,"2",0,"0.8","est",0.8,8.08,12,3.92,10.04
"204",209,209,209,"Port l'Hebert","NS-PLH-2-SG-2",15.1,20,0.165595178,2.5,"NS","Atlantic",8.015592644,"Wong",30.92812319,0.262192971,2,"SG","Atlantic",68.76110494,"Port l'Hebert",8.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0132734349065867,2,"2",0,"0.8","est",0.8,12.08,16,3.92,14.04
"205",210,210,210,"Port l'Hebert","NS-PLH-2-SG-2",2.1,5,0.275453831,1.5,"NS","Atlantic",7.007708831,"Wong",39.15507608,0.032671458,2,"SG","Atlantic",59.36203977,"Port l'Hebert",1.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0193030024403148,2,"2",0,"0.8","est",0.8,1.68,4,2.32,2.84
"206",211,211,211,"Port l'Hebert","NS-PLH-2-SG-2",20.1,25,0.165361559,2.5,"NS","Atlantic",6.860635452,"Wong",32.23265516,0,2,"SG","Atlantic",67.73602383,"Port l'Hebert",11.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0113448537407339,2,"2",0,"0.8","est",0.8,16.08,20,3.92,18.04
"207",212,212,212,"Port l'Hebert","NS-PLH-2-SG-2",25.1,30,0.165388006,2.5,"NS","Atlantic",6.868237885,"Wong",30.95753683,1.820326086,2,"SG","Atlantic",67.2154741,"Port l'Hebert",13.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0113592416853381,2,"2",0,"0.8","est",0.8,20.08,24,3.92,22.04
"208",213,213,213,"Port l'Hebert","NS-PLH-2-SG-2",30.1,35,0.165531263,2.5,"NS","Atlantic",8.864050709,"Wong",25.64824616,0.101189644,2,"SG","Atlantic",74.20329798,"Port l'Hebert",16.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0146727750915682,2,"2",0,"0.8","est",0.8,24.08,28,3.92,26.04
"209",214,214,214,"Port l'Hebert","NS-PLH-2-SG-2",35.1,40,0.165376986,2.5,"NS","Atlantic",7.764724221,"Wong",32.71074744,0.47310309,2,"SG","Atlantic",66.78216601,"Port l'Hebert",18.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0128410668879018,2,"2",0,"0.8","est",0.8,28.08,32,3.92,30.04
"210",215,215,215,"Port l'Hebert","NS-PLH-2-SG-2",40.1,45,0.165456329,2.5,"NS","Atlantic",6.88453831,"Wong",26.60428253,1.930800226,2,"SG","Atlantic",71.20450231,"Port l'Hebert",21.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0113909043563246,2,"2",0,"0.8","est",0.8,32.08,36,3.91999999999999,34.04
"211",216,216,216,"Port l'Hebert","NS-PLH-2-SG-2",45.1,50,0.16614286,2.5,"NS","Atlantic",5.040797498,"Wong",24.69290566,0.17510347,2,"SG","Atlantic",75.11938873,"Port l'Hebert",23.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00837492512998564,2,"2",0,"0.8","est",0.8,36.08,40,3.91999999999999,38.04
