"","X.1","X","X.x","Site","CoreName_2","Extracted_IntervalStart_Depth_cm","Extracted_IntervalEnd_Depth_cm","Corrected_DBD_g_cm3","Corrected_Sample_Thickness_cm","Province","Region","OC_Per","Study","Percent.Sand.Fraction","Percent.Gravel.Fraction","Core.Number","Type","Coast","Percent.Silt.Fraction","SiteName2.x","Corrected_Midpoint_cm","SiteCode","Watercourse_NEAR_DIST.x","REI_SUM","REI_Scaled","REI_Raw","c_dens","estCfactorS","meanCF","sdCF","conversion","consistent.with.Matts.data","CF_final","corr_SD","corr_ED","corr_thickness","corr_segment_midpoint"
"212",217,217,217,"Port l'Hebert","NS-PLH-2-SG-2",5.1,10,0.16586957,2.5,"NS","Atlantic",9.047659574,"Wong",28.07998937,0,2,"SG","Atlantic",71.69412703,"Port l'Hebert",3.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0150073140304576,2,"2",0,"0.8","est",0.8,4.08,8,3.92,6.04
"213",218,218,218,"Port l'Hebert","NS-PLH-2-SG-2",50.1,55,0.165587464,2.5,"NS","Atlantic",5.08765873,"Wong",28.80929564,3.08523665,2,"SG","Atlantic",68.08883033,"Port l'Hebert",26.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00842452506798161,2,"2",0,"0.8","est",0.8,40.08,44,3.91999999999999,42.04
"214",219,219,219,"Port l'Hebert","NS-PLH-4-SG-4",0,2,0.403406211,1,"NS","Atlantic",5.688622347,"Wong",40.09697466,0,4,"SG","Atlantic",59.71795397,"Port l'Hebert",0.5,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.022948255868132,0,"2",0,"0.8","est",0.8,0,1.6,1.6,0.8
"215",220,220,220,"Port l'Hebert","NS-PLH-4-SG-4",10.1,15,0.162082075,2.5,"NS","Atlantic",5.979079976,"Wong",37.28643011,0,4,"SG","Atlantic",62.61158666,"Port l'Hebert",6.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0096910168910103,2,"2",0,"0.8","est",0.8,8.08,12,3.92,10.04
"216",221,221,221,"Port l'Hebert","NS-PLH-4-SG-4",15.1,20,0.161576268,2.5,"NS","Atlantic",7.207505014,"Wong",44.35563073,0,4,"SG","Atlantic",55.49227957,"Port l'Hebert",8.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0116456176175341,2,"2",0,"0.8","est",0.8,12.08,16,3.92,14.04
"217",222,222,222,"Port l'Hebert","NS-PLH-4-SG-4",2.1,5,0.270052307,1.5,"NS","Atlantic",5.798143713,"Wong",35.09728844,0,4,"SG","Atlantic",64.67351755,"Port l'Hebert",1.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.015658020860132,2,"2",0,"0.8","est",0.8,1.68,4,2.32,2.84
"218",223,223,223,"Port l'Hebert","NS-PLH-4-SG-4",20.1,25,0.161610429,2.5,"NS","Atlantic",8.127325605,"Wong",36.62677713,0,4,"SG","Atlantic",62.61361699,"Port l'Hebert",11.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0131346057764673,2,"2",0,"0.8","est",0.8,16.08,20,3.92,18.04
"219",224,224,224,"Port l'Hebert","NS-PLH-4-SG-4",25.1,30,0.16176691,2.5,"NS","Atlantic",6.331729384,"Wong",40.9054681,0,4,"SG","Atlantic",59.02709183,"Port l'Hebert",13.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0102426429740588,2,"2",0,"0.8","est",0.8,20.08,24,3.92,22.04
"220",225,225,225,"Port l'Hebert","NS-PLH-4-SG-4",30.1,35,0.162035792,2.5,"NS","Atlantic",5.53011607,"Wong",36.43881638,0.25503091,4,"SG","Atlantic",63.19529927,"Port l'Hebert",16.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00896076737254378,2,"2",0,"0.8","est",0.8,24.08,28,3.92,26.04
"221",226,226,226,"Port l'Hebert","NS-PLH-4-SG-4",35.1,40,0.16214599,2.5,"NS","Atlantic",6.032727455,"Wong",33.39110105,0.529424158,4,"SG","Atlantic",65.96122087,"Port l'Hebert",18.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00978182565591155,2,"2",0,"0.8","est",0.8,28.08,32,3.92,30.04
"222",227,227,227,"Port l'Hebert","NS-PLH-4-SG-4",40.1,45,0.160895246,2.5,"NS","Atlantic",7.128391819,"Wong",28.39540841,0,4,"SG","Atlantic",71.40049039,"Port l'Hebert",21.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0114692435530239,2,"2",0,"0.8","est",0.8,32.08,36,3.91999999999999,34.04
"223",228,228,228,"Port l'Hebert","NS-PLH-4-SG-4",45.1,51.5,0.125615902,3.2,"NS","Atlantic",5.061729658,"Wong",40.1901185,0.299501744,4,"SG","Atlantic",59.4151149,"Port l'Hebert",24.15,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00635833736669821,2,"2",0,"0.8","est",0.8,36.08,41.2,5.12,38.64
"224",229,229,229,"Port l'Hebert","NS-PLH-4-SG-4",5.1,10,0.161840742,2.5,"NS","Atlantic",6.024129174,"Wong",36.4738806,0,4,"SG","Atlantic",62.95688528,"Port l'Hebert",3.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00974949535424007,2,"2",0,"0.8","est",0.8,4.08,8,3.92,6.04
"225",230,230,230,"Port l'Hebert","NS-PLH-5-SG-5",0,2,0.220720473,1,"NS","Atlantic",7.1778,"Wong",36.21533238,0,5,"SG","Atlantic",63.49384658,"Port l'Hebert",0.5,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.015842874110994,0,"2",0,"0.8","est",0.8,0,1.6,1.6,0.8
"226",231,231,231,"Port l'Hebert","NS-PLH-5-SG-5",10.1,15,0.165281114,2.5,"NS","Atlantic",6.055370741,"Wong",28.59866921,0,5,"SG","Atlantic",71.37066126,"Port l'Hebert",6.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0100083842175549,2,"2",0,"0.8","est",0.8,8.08,12,3.92,10.04
"227",232,232,232,"Port l'Hebert","NS-PLH-5-SG-5",15.1,20,0.165240341,2.5,"NS","Atlantic",10.58820162,"Wong",14.74101194,0,5,"SG","Atlantic",85.19963454,"Port l'Hebert",8.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0174959804626555,2,"2",0,"0.8","est",0.8,12.08,16,3.92,14.04
"228",233,233,233,"Port l'Hebert","NS-PLH-5-SG-5",2.1,5,0.275474034,1.5,"NS","Atlantic",6.204693061,"Wong",46.56474808,0,5,"SG","Atlantic",53.30324224,"Port l'Hebert",1.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0170923182724548,2,"2",0,"0.8","est",0.8,1.68,4,2.32,2.84
"229",234,234,234,"Port l'Hebert","NS-PLH-5-SG-5",20.1,25,0.166352236,2.5,"NS","Atlantic",6.842332016,"Wong",16.52380132,0,5,"SG","Atlantic",83.46030022,"Port l'Hebert",11.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0113823723031599,2,"2",0,"0.8","est",0.8,16.08,20,3.92,18.04
"230",235,235,235,"Port l'Hebert","NS-PLH-5-SG-5",25.1,30,0.165336213,2.5,"NS","Atlantic",4.436327142,"Wong",28.32853449,0.714495188,5,"SG","Atlantic",70.91764643,"Port l'Hebert",13.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00733485529287393,2,"2",0,"0.8","est",0.8,20.08,24,3.92,22.04
"231",236,236,236,"Port l'Hebert","NS-PLH-5-SG-5",30.1,35,0.165275604,2.5,"NS","Atlantic",6.410540541,"Wong",38.10749362,0.166021029,5,"SG","Atlantic",61.58046686,"Port l'Hebert",16.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0105950595988026,2,"2",0,"0.8","est",0.8,24.08,28,3.92,26.04
"232",237,237,237,"Port l'Hebert","NS-PLH-5-SG-5",35.1,40,0.165655786,2.5,"NS","Atlantic",8.742452229,"Wong",31.13300427,0.143687719,5,"SG","Atlantic",68.63815973,"Port l'Hebert",18.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0144823779556245,2,"2",0,"0.8","est",0.8,28.08,32,3.92,30.04
"233",238,238,238,"Port l'Hebert","NS-PLH-5-SG-5",40.1,45,0.165370374,2.5,"NS","Atlantic",5.606026936,"Wong",21.23651436,0,5,"SG","Atlantic",78.75015826,"Port l'Hebert",21.275,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00927070771060394,2,"2",0,"0.8","est",0.8,32.08,36,3.91999999999999,34.04
"234",239,239,239,"Port l'Hebert","NS-PLH-5-SG-5",45.1,50,0.165405638,2.5,"NS","Atlantic",5.515245245,"Wong",22.46117562,0.167889193,5,"SG","Atlantic",77.28765681,"Port l'Hebert",23.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.00912252658475691,2,"2",0,"0.8","est",0.8,36.08,40,3.91999999999999,38.04
"235",240,240,240,"Port l'Hebert","NS-PLH-5-SG-5",5.1,10,0.165402332,2.5,"NS","Atlantic",7.041674335,"Wong",37.36675195,0,5,"SG","Atlantic",62.46535551,"Port l'Hebert",3.775,"PlH",27198.60056,5.03659e+51,0.025576715,1577.623654,0.0116470935619355,2,"2",0,"0.8","est",0.8,4.08,8,3.92,6.04
"236",241,241,241,"Roberts Bank North","BC-RBN-2-BA-2",5,10,2.210505927,-1.2,"BC","Lower Mainland",1.141,"Christensen",39.5,0,2,"BA","Pacific",60.4,"Robert's Bank North",8.2,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.02522187262707,0.568181818181818,"0.568993506493506",0.00162337662337647,"Missing",NA,0.568993506493506,2.84496753246753,5.68993506493506,2.84496753246753,4.2674512987013
"237",242,242,242,"Roberts Bank North","BC-RBN-3-BA-3",0,2,1.459525496,4,"BC","Lower Mainland",0.525,"Christensen",80.6,0,3,"BA","Pacific",19.4,"Robert's Bank North",2,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.007662508854,0,"0.499066388754482",0.0011911006832488,"Missing",NA,0.499066388754482,0,0.998132777508964,0.998132777508964,0.499066388754482
"238",243,243,243,"Roberts Bank North","BC-RBN-2-BA-2",2,5,2.029473114,5.3,"BC","Lower Mainland",1.25,"Christensen",31.2,0,2,"BA","Pacific",68.7,"Robert's Bank North",6.15,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.025368413925,0.571428571428571,"0.568993506493506",0.00162337662337647,"Missing",NA,0.568993506493506,1.13798701298701,2.84496753246753,1.70698051948052,1.99147727272727
"239",244,244,244,"Roberts Bank North","BC-RBN-2-BA-2",20,31.1,1.170372671,19.6,"BC","Lower Mainland",0.405,"Christensen",74.4,0,2,"BA","Pacific",25.5,"Robert's Bank North",45,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.00474000931755,0.568181818181818,"0.568993506493506",0.00162337662337647,"Missing",NA,0.568993506493506,11.3798701298701,17.695698051948,6.31582792207792,14.5377840909091
"240",245,245,245,"Roberts Bank North","BC-RBN-1-BA-1",0,2,0.607984123,3.2,"BC","Lower Mainland",0.177,"Christensen",95.4,0,1,"BA","Pacific",4.6,"Robert's Bank North",1.6,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.00107613189771,0,"0.62451323987539",0.000973520249220983,"Missing",NA,0.62451323987539,0,1.24902647975078,1.24902647975078,0.62451323987539
"241",246,246,246,"Roberts Bank North","BC-RBN-1-BA-1",10,20,1.387918567,16.1,"BC","Lower Mainland",0.21,"Christensen",96.9,0,1,"BA","Pacific",3.2,"Robert's Bank North",24.05,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.0029146289907,0.625,"0.62451323987539",0.000973520249220983,"Missing",NA,0.62451323987539,6.2451323987539,12.4902647975078,6.2451323987539,9.36769859813085
"242",247,247,247,"Roberts Bank North","BC-RBN-1-BA-1",2,5,1.047878518,4.8,"BC","Lower Mainland",0.188,"Christensen",97.3,0,1,"BA","Pacific",2.5,"Robert's Bank North",5.6,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.00197001161384,0.625,"0.62451323987539",0.000973520249220983,"Missing",NA,0.62451323987539,1.24902647975078,3.12256619937695,1.87353971962617,2.18579633956386
"243",248,248,248,"Roberts Bank North","BC-RBN-1-BA-1",20,30.7,1.969884379,17.1,"BC","Lower Mainland",0.483,"Christensen",80.5,0,1,"BA","Pacific",19.4,"Robert's Bank North",40.65,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.00951454155057,0.623052959501558,"0.62451323987539",0.000973520249220983,"Missing",NA,0.62451323987539,12.4902647975078,19.1725564641745,6.68229166666667,15.8314106308411
"244",249,249,249,"Roberts Bank North","BC-RBN-1-BA-1",5,10,1.266093448,-2,"BC","Lower Mainland",0.231,"Christensen",94.1,0.2,1,"BA","Pacific",5.8,"Robert's Bank North",7,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.00292467586488,0.625,"0.62451323987539",0.000973520249220983,"Missing",NA,0.62451323987539,3.12256619937695,6.2451323987539,3.12256619937695,4.68384929906543
"245",250,250,250,"Roberts Bank North","BC-RBN-2-BA-2",0,2,2.396120929,3.5,"BC","Lower Mainland",1.672,"Christensen",40.1,0,2,"BA","Pacific",59.8,"Robert's Bank North",1.75,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.04006314193288,0,"0.568993506493506",0.00162337662337647,"Missing",NA,0.568993506493506,0,1.13798701298701,1.13798701298701,0.568993506493506
"246",251,251,251,"Roberts Bank North","BC-RBN-2-BA-2",10,20,1.823892166,17.6,"BC","Lower Mainland",1.221,"Christensen",41.3,0,2,"BA","Pacific",58.6,"Robert's Bank North",26.4,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.02226972334686,0.568181818181818,"0.568993506493506",0.00162337662337647,"Missing",NA,0.568993506493506,5.68993506493506,11.3798701298701,5.68993506493506,8.53490259740259
"247",252,252,252,"Roberts Bank North","BC-RBN-3-BA-3",10,20,1.53272073,20,"BC","Lower Mainland",0.909,"Christensen",65.2,0,3,"BA","Pacific",34.9,"Robert's Bank North",30.1,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.0139324314357,0.497512437810945,"0.499066388754482",0.0011911006832488,"Missing",NA,0.499066388754482,4.99066388754482,9.98132777508964,4.99066388754482,7.48599583131723
"248",253,253,253,"Roberts Bank North","BC-RBN-3-BA-3",2,5,1.500351384,-4,"BC","Lower Mainland",0.634,"Christensen",79.4,0,3,"BA","Pacific",20.7,"Robert's Bank North",2,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.00951222777456,0.5,"0.499066388754482",0.0011911006832488,"Missing",NA,0.499066388754482,0.998132777508964,2.49533194377241,1.49719916626345,1.74673236064069
"249",254,254,254,"Roberts Bank North","BC-RBN-3-BA-3",20,27.3,2.699442967,14.7,"BC","Lower Mainland",0.193,"Christensen",77.3,0,3,"BA","Pacific",22.5,"Robert's Bank North",47.45,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.00520992492631,0.498753117206983,"0.499066388754482",0.0011911006832488,"Missing",NA,0.499066388754482,9.98132777508964,13.6245124129974,3.64318463790772,11.8029200940435
"250",255,255,255,"Roberts Bank North","BC-RBN-3-BA-3",5,10,1.369003623,10.1,"BC","Lower Mainland",0.633,"Christensen",81.1,0,3,"BA","Pacific",18.9,"Robert's Bank North",15.05,"RBN",8436.399749,2.7782e+64,0.3334105,17885.86984,0.00866579293359,0.5,"0.499066388754482",0.0011911006832488,"Missing",NA,0.499066388754482,2.49533194377241,4.99066388754482,2.49533194377241,3.74299791565862
"251",256,256,256,"Sacrifice Shallow","NS-SCs-1-BA-1",0,2,0.5,4.3,"NS","Atlantic",0.508,"Christensen",87.2,0,1,"BA","Atlantic",12.9,"Sacrifice Shallow",2.15,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.00254,0,"0.465840759255234",0.00125483649030577,"0.48245614","y",0.48245614,0,0.96491228,0.96491228,0.48245614
"252",257,257,257,"Sacrifice Shallow","NS-SCs-1-BA-1",10,20,0.5,21.4,"NS","Atlantic",3.277,"Christensen",68.2,0,1,"BA","Atlantic",31.7,"Sacrifice Shallow",32.2,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.016385,0.465116279069767,"0.465840759255234",0.00125483649030577,"0.48245614","y",0.48245614,4.8245614,9.6491228,4.8245614,7.2368421
"253",258,258,258,"Sacrifice Shallow","NS-SCs-1-BA-1",2,5,0.5,6.4,"NS","Atlantic",0.936,"Christensen",81.5,0,1,"BA","Atlantic",18.6,"Sacrifice Shallow",7.5,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.00468,0.465116279069767,"0.465840759255234",0.00125483649030577,"0.48245614","y",0.48245614,0.96491228,2.4122807,1.44736842,1.68859649
"254",259,259,259,"Sacrifice Shallow","NS-SCs-1-BA-1",5,10,0.5,10.8,"NS","Atlantic",0.818,"Christensen",84.4,0,1,"BA","Atlantic",15.6,"Sacrifice Shallow",16.1,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.00409,0.467289719626168,"0.465840759255234",0.00125483649030577,"0.48245614","y",0.48245614,2.4122807,4.8245614,2.4122807,3.61842105
"255",260,260,260,"Sacrifice Shallow","NS-SCs-2-BA-2",0,2,0.8,2,"NS","Atlantic",2.577,"Christensen",69.9,0,2,"BA","Atlantic",30,"Sacrifice Shallow",1,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.020616,0,"1",0,"1","y",1,0,2,2,1
"256",261,261,261,"Sacrifice Shallow","NS-SCs-2-BA-2",10,20,1.2,10,"NS","Atlantic",0.721,"Christensen",82.1,0,2,"BA","Atlantic",18,"Sacrifice Shallow",15,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.008652,1,"1",0,"1","y",1,10,20,10,15
"257",262,262,262,"Sacrifice Shallow","NS-SCs-2-BA-2",2,5,0.8,3,"NS","Atlantic",2.694,"Christensen",76,0,2,"BA","Atlantic",24,"Sacrifice Shallow",3.5,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.021552,1,"1",0,"1","y",1,2,5,3,3.5
"258",263,263,263,"Sacrifice Shallow","NS-SCs-2-BA-2",20,30,0.8,10,"NS","Atlantic",2.178,"Christensen",68.2,0,2,"BA","Atlantic",31.9,"Sacrifice Shallow",25,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.017424,1,"1",0,"1","y",1,20,30,10,25
"259",264,264,264,"Sacrifice Shallow","NS-SCs-2-BA-2",30,40,0.7,10,"NS","Atlantic",2.476,"Christensen",64.4,0,2,"BA","Atlantic",35.5,"Sacrifice Shallow",35,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.017332,1,"1",0,"1","y",1,30,40,10,35
"260",265,265,265,"Sacrifice Shallow","NS-SCs-2-BA-2",40,50,0.6,10,"NS","Atlantic",2.437,"Christensen",62.9,0,2,"BA","Atlantic",37.1,"Sacrifice Shallow",45,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.014622,1,"1",0,"1","y",1,40,50,10,45
"261",266,266,266,"Sacrifice Shallow","NS-SCs-2-BA-2",5,10,1.1,5,"NS","Atlantic",1.865,"Christensen",76.5,0,2,"BA","Atlantic",23.4,"Sacrifice Shallow",7.5,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.020515,1,"1",0,"1","y",1,5,10,5,7.5
"262",267,267,267,"Sacrifice Shallow","NS-SCs-2-BA-2",50,56.7,0.5,6.7,"NS","Atlantic",2.544,"Christensen",66,0,2,"BA","Atlantic",34,"Sacrifice Shallow",53.35,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.01272,1,"1",0,"1","y",1,50,56.7,6.7,53.35
"263",268,268,268,"Sacrifice Shallow","NS-SCs-3-BA-3",0,2,0.3,6.3,"NS","Atlantic",1.929,"Christensen",78.9,0,3,"BA","Atlantic",21.2,"Sacrifice Shallow",3.15,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.005787,0,"0.318134330873184",0.000583712738034552,"0.365217391","y",0.365217391,0,0.730434782,0.730434782,0.365217391
"264",269,269,269,"Sacrifice Shallow","NS-SCs-3-BA-3",10,18.2,0.3,25.7,"NS","Atlantic",0.444,"Christensen",85.7,0,3,"BA","Atlantic",14.2,"Sacrifice Shallow",44.25,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.001332,0.318471337579618,"0.318134330873184",0.000583712738034552,"0.365217391","y",0.365217391,3.65217391,6.6469565162,2.9947826062,5.1495652131
"265",270,270,270,"Sacrifice Shallow","NS-SCs-3-BA-3",2,5,0.3,9.4,"NS","Atlantic",2.064,"Christensen",77.4,0,3,"BA","Atlantic",22.7,"Sacrifice Shallow",11,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.006192,0.317460317460317,"0.318134330873184",0.000583712738034552,"0.365217391","y",0.365217391,0.730434782,1.826086955,1.095652173,1.2782608685
"266",271,271,271,"Sacrifice Shallow","NS-SCs-3-BA-3",5,10,0.3,15.7,"NS","Atlantic",2.062,"Christensen",74.3,0,3,"BA","Atlantic",25.9,"Sacrifice Shallow",23.55,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.006186,0.318471337579618,"0.318134330873184",0.000583712738034552,"0.365217391","y",0.365217391,1.826086955,3.65217391,1.826086955,2.7391304325
"267",272,272,272,"Sacrifice Shallow","NS-SCs-4-BA-4",0,2,0.9,2,"NS","Atlantic",0.337,"Christensen",87.5,0,4,"BA","Atlantic",12.3,"Sacrifice Shallow",1,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.003033,0,"0.956285940952077",0.033094514942687,"0.98245614","y",0.98245614,0,1.96491228,1.96491228,0.98245614
"268",273,273,273,"Sacrifice Shallow","NS-SCs-4-BA-4",10,20,0.9,10,"NS","Atlantic",3.36,"Christensen",65.8,0,4,"BA","Atlantic",34.2,"Sacrifice Shallow",16,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.03024,0.909090909090909,"0.956285940952077",0.033094514942687,"0.98245614","y",0.98245614,9.8245614,19.6491228,9.8245614,14.7368421
"269",274,274,274,"Sacrifice Shallow","NS-SCs-4-BA-4",2,5,0.9,3,"NS","Atlantic",0.876,"Christensen",88.3,0,4,"BA","Atlantic",11.8,"Sacrifice Shallow",3.5,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.007884,1,"0.956285940952077",0.033094514942687,"0.98245614","y",0.98245614,1.96491228,4.9122807,2.94736842,3.43859649
"270",275,275,275,"Sacrifice Shallow","NS-SCs-4-BA-4",20,30,0.9,11,"NS","Atlantic",4.079,"Christensen",72.3,0,4,"BA","Atlantic",27.6,"Sacrifice Shallow",26.5,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.036711,0.952380952380952,"0.956285940952077",0.033094514942687,"0.98245614","y",0.98245614,19.6491228,29.4736842,9.8245614,24.5614035
"271",276,276,276,"Sacrifice Shallow","NS-SCs-4-BA-4",30,40,0.9,10,"NS","Atlantic",2.313,"Christensen",74.8,0,4,"BA","Atlantic",25.2,"Sacrifice Shallow",37,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.020817,0.9375,"0.956285940952077",0.033094514942687,"0.98245614","y",0.98245614,29.4736842,39.2982456,9.8245614,34.3859649
"272",277,277,277,"Sacrifice Shallow","NS-SCs-4-BA-4",40,48.4,0.9,8.9,"NS","Atlantic",2.272,"Christensen",77,0,4,"BA","Atlantic",23,"Sacrifice Shallow",46.65,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.020448,0.947867298578199,"0.956285940952077",0.033094514942687,"0.98245614","y",0.98245614,39.2982456,47.550877176,8.252631576,43.424561388
"273",278,278,278,"Sacrifice Shallow","NS-SCs-4-BA-4",48.4,54,0.9,5.9,"NS","Atlantic",1.988,"Christensen",74.7,0,4,"BA","Atlantic",25.3,"Sacrifice Shallow",54.05,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.017892,0.947162426614481,"0.956285940952077",0.033094514942687,"0.98245614","y",0.98245614,47.550877176,53.05263156,5.501754384,50.301754368
"274",279,279,279,"Sacrifice Shallow","NS-SCs-4-BA-4",5,10,0.9,6,"NS","Atlantic",1.795,"Christensen",79.2,0,4,"BA","Atlantic",20.6,"Sacrifice Shallow",8,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.016155,1,"0.956285940952077",0.033094514942687,"0.98245614","y",0.98245614,4.9122807,9.8245614,4.9122807,7.36842105
"275",280,280,280,"Sacrifice Shallow","NS-SCs-5-SG-5",0,2,1,2,"NS","Atlantic",1.404,"Christensen",74.1,0,5,"SG","Atlantic",25.9,"Sacrifice Shallow",1,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.01404,0,"1",0,"1","y",1,0,2,2,1
"276",281,281,281,"Sacrifice Shallow","NS-SCs-5-SG-5",10,20,0.8,10,"NS","Atlantic",1.762,"Christensen",75,0,5,"SG","Atlantic",25,"Sacrifice Shallow",15,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.014096,1,"1",0,"1","y",1,10,20,10,15
"277",282,282,282,"Sacrifice Shallow","NS-SCs-5-SG-5",2,5,1,3,"NS","Atlantic",0.893,"Christensen",77.6,0,5,"SG","Atlantic",22.3,"Sacrifice Shallow",3.5,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.00893,1,"1",0,"1","y",1,2,5,3,3.5
"278",283,283,283,"Sacrifice Shallow","NS-SCs-5-SG-5",20,30,0.6,10,"NS","Atlantic",2.881,"Christensen",69.1,0,5,"SG","Atlantic",30.8,"Sacrifice Shallow",25,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.017286,1,"1",0,"1","y",1,20,30,10,25
"279",284,284,284,"Sacrifice Shallow","NS-SCs-5-SG-5",30,40,0.7,10,"NS","Atlantic",2.631,"Christensen",69.8,0,5,"SG","Atlantic",30.3,"Sacrifice Shallow",35,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.018417,1,"1",0,"1","y",1,30,40,10,35
"280",285,285,285,"Sacrifice Shallow","NS-SCs-5-SG-5",40,50,0.6,10,"NS","Atlantic",2.753,"Christensen",66.8,0,5,"SG","Atlantic",33.2,"Sacrifice Shallow",45,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.016518,1,"1",0,"1","y",1,40,50,10,45
"281",286,286,286,"Sacrifice Shallow","NS-SCs-5-SG-5",5,10,1.3,5,"NS","Atlantic",0.54,"Christensen",84.2,0,5,"SG","Atlantic",15.9,"Sacrifice Shallow",7.5,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.00702,1,"1",0,"1","y",1,5,10,5,7.5
"282",287,287,287,"Sacrifice Shallow","NS-SCs-5-SG-5",50,55.6,0.5,5.6,"NS","Atlantic",2.238,"Christensen",64.2,0,5,"SG","Atlantic",35.7,"Sacrifice Shallow",52.8,"SCs",14864.16694,4.70543e+45,0.01492786,1013.474558,0.01119,1,"1",0,"1","y",1,50,55.6,5.6,52.8
"283",288,288,288,"Sambro Deep","NS-SAd-1-SG-1",0,2,0.2,10.4,"NS","Atlantic",0.795,"Christensen",94.1,0,1,"SG","Atlantic",6,"Sambro Deep",5.2,"SAd",23533.52887,1.59346e+50,0.327026712,17547.67307,0.00159,0,"0.192307692307692",0,"0.787610619","y",0.787610619,0,1.575221238,1.575221238,0.787610619
