,SiteName2,SampleName,CoreName_2,Extracted_IntervalStart_Depth_cm,Extracted_IntervalEnd_Depth_cm,Corrected_IntervalStart_Depth_cm,Corrected_IntervalEnd_Depth_cm,Corrected_DBD_g_cm3,Corrected_Sample_Thickness_cm,Province,Region,Site,OC_Per,Study,Percent.Sand.Fraction,Percent.Gravel.Fraction,Percent.Silt.Fraction,Core.Number,Corrected_Midpoint_cm,Corrected_Midpoint_cm_rounded,Prov,SiteCode,Watercourse_NEAR_FID,Watercourse_NEAR_DIST,Elevation,REI,LOI_Percent,Coast,Type
78,Parksville,BC-PAR-2-SG-2-20-29.3,BC-PAR-2-SG-2,20,29.3,38.9,57,0.829060857,18.1,BC,Vancouver Island,Parksville,0.062,Christensen,99.9,0.2,0,2,47.95,50,BC ,PAR,2273,37982.6795,6,5429.014022,0.732230779,Pacific,Seagrass
79,Parksville,BC-PAR-2-SG-2-5-10,BC-PAR-2-SG-2,5,10,9.7,19.45,0.937235924,9.75,BC,Vancouver Island,Parksville,0.07,Christensen,99.9,0.2,0,2,14.575,15,BC ,PAR,2273,37982.6795,6,5429.014022,0.699825044,Pacific,Seagrass
80,Parksville,BC-PAR-3-SG-3-0-2,BC-PAR-3-SG-3,0,2,0,3.5,0.664624201,3.5,BC,Vancouver Island,Parksville,0.083,Christensen,99.9,0,0,3,1.75,5,BC ,PAR,2273,37982.6795,6,5429.014022,0.637101811,Pacific,Seagrass
81,Parksville,BC-PAR-3-SG-3-10-20,BC-PAR-3-SG-3,10,20,17.3,34.6,0.946035814,17.3,BC,Vancouver Island,Parksville,0.152,Christensen,100.1,0,0,3,25.95,30,BC ,PAR,2273,37982.6795,6,5429.014022,0.896917635,Pacific,Seagrass
82,Parksville,BC-PAR-3-SG-3-2-5,BC-PAR-3-SG-3,2,5,3.5,8.7,1.143369764,5.2,BC,Vancouver Island,Parksville,0.085,Christensen,100,0,0,3,6.1,10,BC ,PAR,2273,37982.6795,6,5429.014022,0.74822297,Pacific,Seagrass
83,Parksville,BC-PAR-3-SG-3-20-32.4,BC-PAR-3-SG-3,20,32.4,34.6,56.1,0.920590799,21.5,BC,Vancouver Island,Parksville,0.107,Christensen,99,0.4,0.7,3,45.35,50,BC ,PAR,2273,37982.6795,6,5429.014022,0.692957037,Pacific,Seagrass
84,Parksville,BC-PAR-3-SG-3-5-10,BC-PAR-3-SG-3,5,10,8.7,17.3,0.923341329,8.6,BC,Vancouver Island,Parksville,0.116,Christensen,99.9,0.2,0,3,13,15,BC ,PAR,2273,37982.6795,6,5429.014022,0.837776085,Pacific,Seagrass
85,Sacrifice Shallow,NS-SCs-5-SG-5-0-2,NS-SCs-5-SG-5,0,2,0,2,1,2,NS,Atlantic,Sacrifice Shallow,1.404,Christensen,74.1,0,25.9,5,1,5,NS ,SCs,3254,14864.16694,7,1013.474558,4.106180008,Atlantic,Seagrass
86,Sacrifice Shallow,NS-SCs-5-SG-5-10-20,NS-SCs-5-SG-5,10,20,10,20,0.8,10,NS,Atlantic,Sacrifice Shallow,1.762,Christensen,75,0,25,5,15,15,NS ,SCs,3254,14864.16694,7,1013.474558,5.718067505,Atlantic,Seagrass
87,Sacrifice Shallow,NS-SCs-5-SG-5-2-5,NS-SCs-5-SG-5,2,5,2,5,1,3,NS,Atlantic,Sacrifice Shallow,0.893,Christensen,77.6,0,22.3,5,3.5,5,NS ,SCs,3254,14864.16694,7,1013.474558,3.0427526,Atlantic,Seagrass
88,Sacrifice Shallow,NS-SCs-5-SG-5-20-30,NS-SCs-5-SG-5,20,30,20,30,0.6,10,NS,Atlantic,Sacrifice Shallow,2.881,Christensen,69.1,0,30.8,5,25,25,NS ,SCs,3254,14864.16694,7,1013.474558,8.317721993,Atlantic,Seagrass
89,Sacrifice Shallow,NS-SCs-5-SG-5-30-40,NS-SCs-5-SG-5,30,40,30,40,0.7,10,NS,Atlantic,Sacrifice Shallow,2.631,Christensen,69.8,0,30.3,5,35,35,NS ,SCs,3254,14864.16694,7,1013.474558,7.867883996,Atlantic,Seagrass
90,Sacrifice Shallow,NS-SCs-5-SG-5-40-50,NS-SCs-5-SG-5,40,50,40,50,0.6,10,NS,Atlantic,Sacrifice Shallow,2.753,Christensen,66.8,0,33.2,5,45,45,NS ,SCs,3254,14864.16694,7,1013.474558,8.038444736,Atlantic,Seagrass
91,Sacrifice Shallow,NS-SCs-5-SG-5-5-10,NS-SCs-5-SG-5,5,10,5,10,1.3,5,NS,Atlantic,Sacrifice Shallow,0.54,Christensen,84.2,0,15.9,5,7.5,10,NS ,SCs,3254,14864.16694,7,1013.474558,2.388493006,Atlantic,Seagrass
92,Sacrifice Shallow,NS-SCs-5-SG-5-50-55.6,NS-SCs-5-SG-5,50,55.6,50,55.6,0.5,5.6,NS,Atlantic,Sacrifice Shallow,2.238,Christensen,64.2,0,35.7,5,52.8,55,NS ,SCs,3254,14864.16694,7,1013.474558,6.738660907,Atlantic,Seagrass
93,Sambro Deep,NS-SAd-1-SG-1-0-2,NS-SAd-1-SG-1,0,2,0,10.4,0.2,10.4,NS,Atlantic,Sambro Deep,0.795,Christensen,94.1,0,6,1,5.2,10,NS ,SAd,2540,23533.52887,-4,17547.67307,1.324419778,Atlantic,Seagrass
94,Sambro Deep,NS-SAd-1-SG-1-2-5,NS-SAd-1-SG-1,2,5,10.4,26,0.2,15.6,NS,Atlantic,Sambro Deep,0.532,Christensen,94,0,6,1,18.2,20,NS ,SAd,2540,23533.52887,-4,17547.67307,1.695563488,Atlantic,Seagrass
95,Sambro Deep,NS-SAd-1-SG-1-5-10.8,NS-SAd-1-SG-1,5,10.8,26,56.2,0.2,30.2,NS,Atlantic,Sambro Deep,0.849,Christensen,88.8,0,11.1,1,41.1,45,NS ,SAd,2540,23533.52887,-4,17547.67307,1.792382375,Atlantic,Seagrass
96,Sambro Deep,NS-SAd-2-SG-2-0-2,NS-SAd-2-SG-2,0,2,0,2.2,0.9,2.2,NS,Atlantic,Sambro Deep,1.06,Christensen,95.2,0,4.7,2,1.1,5,NS ,SAd,2540,23533.52887,-4,17547.67307,1.325569871,Atlantic,Seagrass
97,Sambro Deep,NS-SAd-2-SG-2-10-20,NS-SAd-2-SG-2,10,20,11.2,22.5,0.9,11.3,NS,Atlantic,Sambro Deep,0.744,Christensen,89.2,0,10.8,2,16.85,20,NS ,SAd,2540,23533.52887,-4,17547.67307,2.86890358,Atlantic,Seagrass
98,Sambro Deep,NS-SAd-2-SG-2-2-5,NS-SAd-2-SG-2,2,5,2.2,5.6,0.9,3.4,NS,Atlantic,Sambro Deep,1.002,Christensen,92.1,0,7.9,2,3.9,5,NS ,SAd,2540,23533.52887,-4,17547.67307,1.962745343,Atlantic,Seagrass
99,Sambro Deep,NS-SAd-2-SG-2-30-40,NS-SAd-2-SG-2,30,40,33.7,44.9,0.9,11.2,NS,Atlantic,Sambro Deep,0.416,Christensen,92.6,0,7.4,2,39.3,40,NS ,SAd,2540,23533.52887,-4,17547.67307,1.891959174,Atlantic,Seagrass
100,Sambro Deep,NS-SAd-2-SG-2-40-48.5,NS-SAd-2-SG-2,40,48.5,44.9,54.5,0.9,9.6,NS,Atlantic,Sambro Deep,0.676,Christensen,90.6,0,9.3,2,49.7,50,NS ,SAd,2540,23533.52887,-4,17547.67307,2.277791533,Atlantic,Seagrass
101,Sambro Deep,NS-SAd-2-SG-2-5-10,NS-SAd-2-SG-2,5,10,5.6,11.2,0.9,5.6,NS,Atlantic,Sambro Deep,0.715,Christensen,86.8,0,13.2,2,8.4,10,NS ,SAd,2540,23533.52887,-4,17547.67307,2.217125382,Atlantic,Seagrass
102,Sambro Deep,NS-SAd-3-SG-3-0-2,NS-SAd-3-SG-3,0,2,0,2.5,0.8,2.5,NS,Atlantic,Sambro Deep,0.083,Christensen,94.6,0,5.4,3,1.25,5,NS ,SAd,2540,23533.52887,-4,17547.67307,0.955253896,Atlantic,Seagrass
103,Sambro Deep,NS-SAd-3-SG-3-10-20,NS-SAd-3-SG-3,10,20,12.3,24.7,0.8,12.4,NS,Atlantic,Sambro Deep,0.357,Christensen,88.7,0,11.2,3,18.5,20,NS ,SAd,2540,23533.52887,-4,17547.67307,1.356227448,Atlantic,Seagrass
104,Sambro Deep,NS-SAd-3-SG-3-2-5,NS-SAd-3-SG-3,2,5,2.5,6.2,0.8,3.7,NS,Atlantic,Sambro Deep,0.384,Christensen,94.1,0,5.8,3,4.35,5,NS ,SAd,2540,23533.52887,-4,17547.67307,1.041279286,Atlantic,Seagrass
105,Sambro Deep,NS-SAd-3-SG-3-39.3-46.7,NS-SAd-3-SG-3,39.3,46.7,48.5,57.6,0.8,9.1,NS,Atlantic,Sambro Deep,0.396,Christensen,94,0,6,3,53.05,55,NS ,SAd,2540,23533.52887,-4,17547.67307,1.29903537,Atlantic,Seagrass
106,Sambro Deep,NS-SAd-3-SG-3-5-10,NS-SAd-3-SG-3,5,10,6.2,12.3,0.8,6.1,NS,Atlantic,Sambro Deep,0.72,Christensen,91.9,0,8.1,3,9.25,10,NS ,SAd,2540,23533.52887,-4,17547.67307,1.711337612,Atlantic,Seagrass
107,Sambro Shallow,NS-SAs-1-SG-1-0-2,NS-SAs-1-SG-1,0,2,0,2.6,0.8,2.6,NS,Atlantic,Sambro Shallow,0.799,Christensen,94.6,0,5.4,1,1.3,5,NS ,SAs,2540,23558.20146,-4,10013.53126,2.015677492,Atlantic,Seagrass
108,Sambro Shallow,NS-SAs-1-SG-1-10-20,NS-SAs-1-SG-1,10,20,12.8,25.6,0.8,12.8,NS,Atlantic,Sambro Shallow,0.155,Christensen,99.5,0,0.5,1,19.2,20,NS ,SAs,2540,23558.20146,-4,10013.53126,0.630641771,Atlantic,Seagrass
109,Sambro Shallow,NS-SAs-1-SG-1-2-5,NS-SAs-1-SG-1,2,5,2.6,6.4,0.8,3.8,NS,Atlantic,Sambro Shallow,1.288,Christensen,92.9,0,7,1,4.5,5,NS ,SAs,2540,23558.20146,-4,10013.53126,3.454703616,Atlantic,Seagrass
110,Sambro Shallow,NS-SAs-1-SG-1-20-30,NS-SAs-1-SG-1,20,30,25.6,38.4,0.8,12.8,NS,Atlantic,Sambro Shallow,0.244,Christensen,98.8,0,1.3,1,32,35,NS ,SAs,2540,23558.20146,-4,10013.53126,0.830132573,Atlantic,Seagrass
111,Sambro Shallow,NS-SAs-1-SG-1-30-35,NS-SAs-1-SG-1,30,35,38.4,44.8,0.8,6.4,NS,Atlantic,Sambro Shallow,0.245,Christensen,98.5,0,1.5,1,41.6,45,NS ,SAs,2540,23558.20146,-4,10013.53126,1.055245189,Atlantic,Seagrass
112,Sambro Shallow,NS-SAs-1-SG-1-5-10,NS-SAs-1-SG-1,5,10,6.4,12.8,0.8,6.4,NS,Atlantic,Sambro Shallow,0.555,Christensen,98.9,0,1.2,1,9.6,10,NS ,SAs,2540,23558.20146,-4,10013.53126,1.444979622,Atlantic,Seagrass
113,Sambro Shallow,NS-SAs-2-SG-2-0-3.5,NS-SAs-2-SG-2,0,3.5,0,42.3,0.1,42.3,NS,Atlantic,Sambro Shallow,1.427,Christensen,91.9,0,8.1,2,21.15,25,NS ,SAs,2540,23558.20146,-4,10013.53126,4.404546629,Atlantic,Seagrass
114,Sambro Shallow,NS-SAs-3-SG-3-0-5.6,NS-SAs-3-SG-3,0,5.6,0,49.6,0.1,49.6,NS,Atlantic,Sambro Shallow,0.633,Christensen,94.2,0,5.8,3,24.8,25,NS ,SAs,2540,23558.20146,-4,10013.53126,2.223610244,Atlantic,Seagrass
115,Sandy Island Exposed,BC-SIE-1-SG-1-0-2,BC-SIE-1-SG-1,0,2,0,2.8,1.134745688,2.8,BC,Vancouver Island,Sandy Island Exposed,0.075,Christensen,100,0,0,1,1.4,5,BC ,SIe,2880,32635.46911,2,24452.5404,0.531520396,Pacific,Seagrass
116,Sandy Island Exposed,BC-SIE-1-SG-1-10-20,BC-SIE-1-SG-1,10,20,14,28,1.141161211,14,BC,Vancouver Island,Sandy Island Exposed,0.048,Christensen,99.9,0,0,1,21,25,BC ,SIe,2880,32635.46911,2,24452.5404,0.600638978,Pacific,Seagrass
117,Sandy Island Exposed,BC-SIE-1-SG-1-2-5,BC-SIE-1-SG-1,2,5,2.8,7,1.696103979,4.2,BC,Vancouver Island,Sandy Island Exposed,0.059,Christensen,100.1,0,0,1,4.9,5,BC ,SIe,2880,32635.46911,2,24452.5404,0.495615707,Pacific,Seagrass
118,Sandy Island Exposed,BC-SIE-1-SG-1-20-30,BC-SIE-1-SG-1,20,30,28,42,1.598668218,14,BC,Vancouver Island,Sandy Island Exposed,0.058,Christensen,100.1,0,0,1,35,35,BC ,SIe,2880,32635.46911,2,24452.5404,0.546176763,Pacific,Seagrass
119,Sandy Island Exposed,BC-SIE-1-SG-1-30-35,BC-SIE-1-SG-1,30,35,42,49,1.583832321,7,BC,Vancouver Island,Sandy Island Exposed,0.065,Christensen,99.9,0,0,1,45.5,50,BC ,SIe,2880,32635.46911,2,24452.5404,0.648414986,Pacific,Seagrass
120,Sandy Island Exposed,BC-SIE-1-SG-1-5-10,BC-SIE-1-SG-1,5,10,7,14,1.077807918,7,BC,Vancouver Island,Sandy Island Exposed,0.061,Christensen,100,0,0,1,10.5,15,BC ,SIe,2880,32635.46911,2,24452.5404,0.585912623,Pacific,Seagrass
121,Sandy Island Exposed,BC-SIE-3-SG-3-0-2,BC-SIE-3-SG-3,0,2,0,2.5,1.103876475,2.5,BC,Vancouver Island,Sandy Island Exposed,0.312,Christensen,95.3,0,4.7,3,1.25,5,BC ,SIe,2880,32635.46911,2,24452.5404,1.076095311,Pacific,Seagrass
122,Sandy Island Exposed,BC-SIE-3-SG-3-10-20,BC-SIE-3-SG-3,10,20,12.6,25.2,1.626155001,12.6,BC,Vancouver Island,Sandy Island Exposed,0.07,Christensen,100,0,0,3,18.9,20,BC ,SIe,2880,32635.46911,2,24452.5404,0.655407109,Pacific,Seagrass
123,Sandy Island Exposed,BC-SIE-3-SG-3-2-5,BC-SIE-3-SG-3,2,5,2.5,6.3,1.204228882,3.8,BC,Vancouver Island,Sandy Island Exposed,0.168,Christensen,98.7,0,1.2,3,4.4,5,BC ,SIe,2880,32635.46911,2,24452.5404,0.766947056,Pacific,Seagrass
124,Sandy Island Exposed,BC-SIE-3-SG-3-20-29,BC-SIE-3-SG-3,20,29,25.2,36.5,1.581355704,11.3,BC,Vancouver Island,Sandy Island Exposed,0.087,Christensen,97.5,0,2.4,3,30.85,35,BC ,SIe,2880,32635.46911,2,24452.5404,0.617283951,Pacific,Seagrass
125,Sandy Island Exposed,BC-SIE-3-SG-3-5-10,BC-SIE-3-SG-3,5,10,6.3,12.6,1.428126251,6.3,BC,Vancouver Island,Sandy Island Exposed,0.077,Christensen,100,0,0,3,9.45,10,BC ,SIe,2880,32635.46911,2,24452.5404,0.670731707,Pacific,Seagrass
126,Sandy Island Protected,BC-SIP-1-SG-1-0-2,BC-SIP-1-SG-1,0,2,0,3,0.714796224,3,BC,Vancouver Island,Sandy Island Protected,0.534,Christensen,84.8,0,15.2,1,1.5,5,BC ,SIp,2880,31746.63298,6,12999.13952,2.184164805,Pacific,Seagrass
127,Sandy Island Protected,BC-SIP-1-SG-1-10-20,BC-SIP-1-SG-1,10,20,15,30,1.143299719,15,BC,Vancouver Island,Sandy Island Protected,0.222,Christensen,95.3,0,4.6,1,22.5,25,BC ,SIp,2880,31746.63298,6,12999.13952,0.914935707,Pacific,Seagrass
128,Sandy Island Protected,BC-SIP-1-SG-1-2-5,BC-SIP-1-SG-1,2,5,3,7.5,1.297361383,4.5,BC,Vancouver Island,Sandy Island Protected,0.161,Christensen,99.8,0,0.2,1,5.25,10,BC ,SIp,2880,31746.63298,6,12999.13952,0.743955363,Pacific,Seagrass
129,Sandy Island Protected,BC-SIP-1-SG-1-20-23,BC-SIP-1-SG-1,20,23,30,34.5,2.871659524,4.5,BC,Vancouver Island,Sandy Island Protected,0.105,Christensen,96.3,0,3.7,1,32.25,35,BC ,SIp,2880,31746.63298,6,12999.13952,0.68119891,Pacific,Seagrass
130,Sandy Island Protected,BC-SIP-1-SG-1-5-10,BC-SIP-1-SG-1,5,10,7.5,15,1.1758585,7.5,BC,Vancouver Island,Sandy Island Protected,0.262,Christensen,97.6,0,2.3,1,11.25,15,BC ,SIp,2880,31746.63298,6,12999.13952,1.018127638,Pacific,Seagrass
131,Sandy Island Protected,BC-SIP-2-SG-2-0-2,BC-SIP-2-SG-2,0,2,0,3.3,1.115126385,3.3,BC,Vancouver Island,Sandy Island Protected,0.34,Christensen,93.4,0,6.6,2,1.65,5,BC ,SIp,2880,31746.63298,6,12999.13952,1.244128475,Pacific,Seagrass
132,Sandy Island Protected,BC-SIP-2-SG-2-10-21.5,BC-SIP-2-SG-2,10,21.5,16.5,35.5,1.643126312,19,BC,Vancouver Island,Sandy Island Protected,0.14,Christensen,96.1,0,3.9,2,26,30,BC ,SIp,2880,31746.63298,6,12999.13952,0.732009926,Pacific,Seagrass
133,Sandy Island Protected,BC-SIP-2-SG-2-2-5,BC-SIP-2-SG-2,2,5,3.3,8.3,1.120792678,5,BC,Vancouver Island,Sandy Island Protected,0.236,Christensen,95.9,0,4.2,2,5.8,10,BC ,SIp,2880,31746.63298,6,12999.13952,1.001878522,Pacific,Seagrass
134,Sandy Island Protected,BC-SIP-2-SG-2-5-10,BC-SIP-2-SG-2,5,10,8.3,16.5,0.919979268,8.2,BC,Vancouver Island,Sandy Island Protected,0.259,Christensen,93.2,0,6.9,2,12.4,15,BC ,SIp,2880,31746.63298,6,12999.13952,0.994461229,Pacific,Seagrass
135,Sandy Island Protected,BC-SIP-3-SG-3-0-2,BC-SIP-3-SG-3,0,2,0,4,0.936272673,4,BC,Vancouver Island,Sandy Island Protected,0.398,Christensen,96.1,0,3.8,3,2,5,BC ,SIp,2880,31746.63298,6,12999.13952,1.132029039,Pacific,Seagrass
136,Sandy Island Protected,BC-SIP-3-SG-3-10-14,BC-SIP-3-SG-3,10,14,19.8,7.9,1.585989164,-11.9,BC,Vancouver Island,Sandy Island Protected,0.209,Christensen,96,0,4.1,3,13.85,15,BC ,SIp,2880,31746.63298,6,12999.13952,0.788827105,Pacific,Seagrass
137,Sandy Island Protected,BC-SIP-3-SG-3-2-5,BC-SIP-3-SG-3,2,5,4,9.9,0.858722815,5.9,BC,Vancouver Island,Sandy Island Protected,0.247,Christensen,98.4,0,1.6,3,6.95,10,BC ,SIp,2880,31746.63298,6,12999.13952,0.912127441,Pacific,Seagrass
138,Sandy Island Protected,BC-SIP-3-SG-3-5-10,BC-SIP-3-SG-3,5,10,9.9,19.8,0.920951847,9.9,BC,Vancouver Island,Sandy Island Protected,0.224,Christensen,96.7,0,3.2,3,14.85,15,BC ,SIp,2880,31746.63298,6,12999.13952,0.859422959,Pacific,Seagrass
139,Sooke,BC-SOO-1-SG-1-0-2,BC-SOO-1-SG-1,0,2,0,3.6,1.063072263,3.6,BC,Vancouver Island,Sooke,0.605,Christensen,95,0,5.1,1,1.8,5,BC ,SOO,2777,31277.59156,13,6339.905435,1.993272705,Pacific,Seagrass
140,Sooke,BC-SOO-1-SG-1-10-20,BC-SOO-1-SG-1,10,20,18.2,36.4,0.582994992,18.2,BC,Vancouver Island,Sooke,0.565,Christensen,80.9,0,19.1,1,27.3,30,BC ,SOO,2777,31277.59156,13,6339.905435,1.724137931,Pacific,Seagrass
141,Sooke,BC-SOO-1-SG-1-2-5,BC-SOO-1-SG-1,2,5,3.6,9.1,0.957278599,5.5,BC,Vancouver Island,Sooke,0.647,Christensen,96.3,0,3.7,1,6.35,10,BC ,SOO,2777,31277.59156,13,6339.905435,1.668711656,Pacific,Seagrass
142,Sooke,BC-SOO-1-SG-1-20-30.3,BC-SOO-1-SG-1,20,30.3,36.4,55.2,0.765854789,18.8,BC,Vancouver Island,Sooke,0.467,Christensen,77.2,0,22.7,1,45.8,50,BC ,SOO,2777,31277.59156,13,6339.905435,1.708442449,Pacific,Seagrass
143,Sooke,BC-SOO-1-SG-1-5-10,BC-SOO-1-SG-1,5,10,9.1,18.2,0.868946024,9.1,BC,Vancouver Island,Sooke,1.06,Christensen,88.2,0,11.8,1,13.65,15,BC ,SOO,2777,31277.59156,13,6339.905435,2.723638181,Pacific,Seagrass
144,Sooke,BC-SOO-2-SG-2-0-2,BC-SOO-2-SG-2,0,2,0,4.7,0.579795058,4.7,BC,Vancouver Island,Sooke,0.289,Christensen,99.9,0,0,2,2.35,5,BC ,SOO,2777,31277.59156,13,6339.905435,1.178167829,Pacific,Seagrass
145,Sooke,BC-SOO-2-SG-2-2-5,BC-SOO-2-SG-2,2,5,4.7,11.9,0.491445335,7.2,BC,Vancouver Island,Sooke,0.282,Christensen,100,0,0,2,8.3,10,BC ,SOO,2777,31277.59156,13,6339.905435,1.186650185,Pacific,Seagrass
146,Sooke,BC-SOO-2-SG-2-5-9.5,BC-SOO-2-SG-2,5,9.5,11.9,22.5,0.667355945,10.6,BC,Vancouver Island,Sooke,0.918,Christensen,97.7,0,2.4,2,17.2,20,BC ,SOO,2777,31277.59156,13,6339.905435,2.295460374,Pacific,Seagrass
147,Sooke,BC-SOO-2-SG-2-9.5-21.5,BC-SOO-2-SG-2,9.5,21.5,22.5,51,0.679977334,28.5,BC,Vancouver Island,Sooke,0.57,Christensen,80.8,0,19.1,2,36.75,40,BC ,SOO,2777,31277.59156,13,6339.905435,2.091152815,Pacific,Seagrass
148,Sooke,BC-SOO-3-SG-3-0-2,BC-SOO-3-SG-3,0,2,0,6.6,0.198714218,6.6,BC,Vancouver Island,Sooke,0.99,Christensen,88.8,0,11.2,3,3.3,5,BC ,SOO,2777,31277.59156,13,6339.905435,4.521177493,Pacific,Seagrass
149,Sooke,BC-SOO-3-SG-3-10-15.4,BC-SOO-3-SG-3,10,15.4,33.1,50.9,0.614888091,17.8,BC,Vancouver Island,Sooke,0.616,Christensen,87.7,0,12.4,3,42,45,BC ,SOO,2777,31277.59156,13,6339.905435,2.047952048,Pacific,Seagrass
150,Sooke,BC-SOO-3-SG-3-2-5,BC-SOO-3-SG-3,2,5,6.6,16.5,0.392333199,9.9,BC,Vancouver Island,Sooke,0.531,Christensen,93.2,0,6.9,3,11.55,15,BC ,SOO,2777,31277.59156,13,6339.905435,2.043132804,Pacific,Seagrass
151,Sooke,BC-SOO-3-SG-3-5-10,BC-SOO-3-SG-3,5,10,16.5,33.1,0.307752276,16.6,BC,Vancouver Island,Sooke,0.554,Christensen,95.4,0,4.5,3,24.8,25,BC ,SOO,2777,31277.59156,13,6339.905435,1.98477094,Pacific,Seagrass
152,Sooke,BC-SOO-4-SG-4-0-2,BC-SOO-4-SG-4,0,2,0,6.5,0.377405497,6.5,BC,Vancouver Island,Sooke,0.495,Christensen,96.6,0,3.5,4,3.25,5,BC ,SOO,2777,31277.59156,13,6339.905435,1.759874853,Pacific,Seagrass
153,Sooke,BC-SOO-4-SG-4-10-16,BC-SOO-4-SG-4,10,16,32.5,19.5,0.474419725,-13,BC,Vancouver Island,Sooke,0.605,Christensen,84.2,0,15.9,4,26,30,BC ,SOO,2777,31277.59156,13,6339.905435,1.861540333,Pacific,Seagrass
154,Sooke,BC-SOO-4-SG-4-2-5,BC-SOO-4-SG-4,2,5,6.5,16.3,0.430086814,9.8,BC,Vancouver Island,Sooke,0.541,Christensen,97.6,0,2.4,4,11.4,15,BC ,SOO,2777,31277.59156,13,6339.905435,1.991264132,Pacific,Seagrass
155,Sooke,BC-SOO-4-SG-4-5-10,BC-SOO-4-SG-4,5,10,16.3,32.5,0.471195513,16.2,BC,Vancouver Island,Sooke,0.477,Christensen,95.2,0,4.9,4,24.4,25,BC ,SOO,2777,31277.59156,13,6339.905435,2.386984931,Pacific,Seagrass
156,Sooke,BC-SOO-5-SG-5-0-2,BC-SOO-5-SG-5,0,2,0,5.3,0.488163002,5.3,BC,Vancouver Island,Sooke,0.624,Christensen,94.2,0,5.8,5,2.65,5,BC ,SOO,2777,31277.59156,13,6339.905435,2.52173913,Pacific,Seagrass
157,Sooke,BC-SOO-5-SG-5-10-14.4,BC-SOO-5-SG-5,10,14.4,26.7,38.5,0.517748639,11.8,BC,Vancouver Island,Sooke,0.726,Christensen,85.4,0,14.7,5,32.6,35,BC ,SOO,2777,31277.59156,13,6339.905435,2.512114257,Pacific,Seagrass
158,Sooke,BC-SOO-5-SG-5-2-5,BC-SOO-5-SG-5,2,5,5.3,13.4,0.375833021,8.1,BC,Vancouver Island,Sooke,0.707,Christensen,95.8,0,4.2,5,9.35,10,BC ,SOO,2777,31277.59156,13,6339.905435,3.012967201,Pacific,Seagrass
159,Sooke,BC-SOO-5-SG-5-5-10,BC-SOO-5-SG-5,5,10,13.4,26.7,0.728990083,13.3,BC,Vancouver Island,Sooke,0.317,Christensen,97.2,0,2.8,5,20.05,25,BC ,SOO,2777,31277.59156,13,6339.905435,1.791490421,Pacific,Seagrass
160,Taylor's Head Deep,NS-THd-1-SG-1-0-2,NS-THd-1-SG-1,0,2,0,3.1,0.6,3.1,NS,Atlantic,Taylor's Head Deep,0.604,Christensen,89.3,0,10.7,1,1.55,5,NS ,THd,562,18665.01085,8,53200.07583,1.84079602,Atlantic,Seagrass
161,Taylor's Head Deep,NS-THd-1-SG-1-10-20,NS-THd-1-SG-1,10,20,15.4,30.8,0.6,15.4,NS,Atlantic,Taylor's Head Deep,0.935,Christensen,82.2,0,17.8,1,23.1,25,NS ,THd,562,18665.01085,8,53200.07583,3.07099341,Atlantic,Seagrass
162,Taylor's Head Deep,NS-THd-1-SG-1-2-5,NS-THd-1-SG-1,2,5,3.1,7.7,0.6,4.6,NS,Atlantic,Taylor's Head Deep,0.604,Christensen,91.5,0,8.5,1,5.4,10,NS ,THd,562,18665.01085,8,53200.07583,1.884672991,Atlantic,Seagrass
163,Taylor's Head Deep,NS-THd-1-SG-1-20-29.7,NS-THd-1-SG-1,20,29.7,30.8,45.7,0.6,14.9,NS,Atlantic,Taylor's Head Deep,0.625,Christensen,80.9,0,19,1,38.25,40,NS ,THd,562,18665.01085,8,53200.07583,1.953511375,Atlantic,Seagrass
164,Taylor's Head Deep,NS-THd-1-SG-1-5-10,NS-THd-1-SG-1,5,10,7.7,15.4,0.6,7.7,NS,Atlantic,Taylor's Head Deep,0.5,Christensen,92.8,0,7.2,1,11.55,15,NS ,THd,562,18665.01085,8,53200.07583,1.686089759,Atlantic,Seagrass
165,Taylor's Head Deep,NS-THd-4-SG-4-10-20,NS-THd-4-SG-4,10,20,11.2,22.4,0.9,11.2,NS,Atlantic,Taylor's Head Deep,0.563,Christensen,83.6,0,16.4,4,16.8,20,NS ,THd,562,18665.01085,8,53200.07583,1.712371262,Atlantic,Seagrass
166,Taylor's Head Deep,NS-THd-4-SG-4-2-5,NS-THd-4-SG-4,2,5,2.2,5.6,0.9,3.4,NS,Atlantic,Taylor's Head Deep,0.964,Christensen,89.8,0,10.2,4,3.9,5,NS ,THd,562,18665.01085,8,53200.07583,3.275409426,Atlantic,Seagrass
167,Taylor's Head Deep,NS-THd-4-SG-4-20-30,NS-THd-4-SG-4,20,30,22.4,33.6,0.9,11.2,NS,Atlantic,Taylor's Head Deep,1.085,Christensen,77.9,0,22.2,4,28,30,NS ,THd,562,18665.01085,8,53200.07583,3.28667833,Atlantic,Seagrass
168,Taylor's Head Deep,NS-THd-4-SG-4-30-42.8,NS-THd-4-SG-4,30,42.8,33.6,47.9,0.9,14.3,NS,Atlantic,Taylor's Head Deep,1.318,Christensen,76.9,0,23.1,4,40.75,45,NS ,THd,562,18665.01085,8,53200.07583,3.837020372,Atlantic,Seagrass
